0,0.1,1.8
0.00012252,0.10009,1.8
0.00024505,0.10019,1.8
0.00036757,0.10028,1.8
0.0015928,0.10123,1.8
0.002818,0.10218,1.8
0.0040433,0.10314,1.8
0.0052685,0.10409,1.8
0.017521,0.1136,1.8
0.029773,0.12313,1.8
0.042025,0.13269,1.8
0.054278,0.14227,1.8
0.094684,0.17405,1.8
0.13509,0.20618,1.8
0.1755,0.23873,1.8
0.2159,0.2718,1.8
0.25631,0.30546,1.8
0.32462,0.36405,1.8
0.39292,0.42526,1.8
0.46123,0.48982,1.8
0.52954,0.55862,1.8
0.59785,0.63277,1.8
0.66615,0.71366,1.8
0.76711,0.84931,1.8
0.86806,1.0108,1.8
0.96902,1.208,1.8
1.025,1.337,1.8
1.025,1.337,1.8
1.0279,1.3425,0.98373
1.0307,1.3465,0.35572
1.0336,1.3493,-0.12245
1.0396,1.3529,-0.82351
1.0456,1.3541,-1.2057
1.0515,1.3538,-1.3952
1.0575,1.3526,-1.4791
1.0688,1.3496,-1.5244
1.0802,1.3461,-1.4951
1.0915,1.3424,-1.4524
1.1028,1.3388,-1.409
1.142,1.3267,-1.268
1.1813,1.315,-1.1386
1.2205,1.3039,-1.0206
1.2598,1.2931,-0.91306
1.3848,1.2616,-0.62729
1.5099,1.2338,-0.41882
1.635,1.2092,-0.26022
1.76,1.1872,-0.13031
1.8851,1.1676,-0.018907
1.941,1.1595,0.027891
1.9969,1.1518,0.074645
2.0528,1.1444,0.12223
2.1087,1.1374,0.17058
2.1646,1.1307,0.22015
2.2205,1.1243,0.27162
2.2821,1.1175,0.33077
2.3436,1.1111,0.39269
2.4052,1.105,0.45746
2.4668,1.0991,0.52485
2.5283,1.0936,0.5942
2.5899,1.0883,0.66453
2.7872,1.0732,0.87846
2.9846,1.0612,0.98682
3.1819,1.0525,0.89757
3.3793,1.0472,0.51608
3.5766,1.0444,-0.11484
3.7739,1.0426,-0.81377
3.9713,1.0397,-1.3293
4.0305,1.0383,-1.4099
4.0897,1.0369,-1.4676
4.1489,1.0352,-1.4807
4.2081,1.0333,-1.4582
4.2673,1.0311,-1.3855
4.3265,1.0289,-1.2972
4.358,1.0277,-1.2282
4.3895,1.0263,-1.1481
4.4209,1.025,-1.0635
4.4524,1.0237,-0.97389
4.4839,1.0223,-0.87887
4.546,1.0196,-0.67563
4.6082,1.017,-0.45794
4.6703,1.0144,-0.2317
4.7324,1.012,-0.0042318
4.7945,1.0097,0.22121
4.9981,1.0037,0.85277
5.2016,1.0003,1.2583
5.4051,0.99998,1.3002
5.4662,1.0003,1.256
5.5273,1.0009,1.1703
5.5883,1.0018,1.0515
5.6494,1.0028,0.90832
5.7104,1.0039,0.74331
5.8777,1.0074,0.19035
6.0449,1.0104,-0.36264
6.2121,1.0121,-0.78436
6.3793,1.012,-1.0005
6.5466,1.0104,-1.0046
6.7363,1.0078,-0.85377
6.9261,1.0052,-0.66429
7.1158,1.0031,-0.48281
7.3056,1.0016,-0.32632
7.4953,1.0004,-0.19386
7.7111,0.99946,-0.069765
7.9269,0.99875,0.044666
8.1427,0.99842,0.12268
8.2074,0.99808,0.1801
8.2722,0.9978,0.23065
8.3369,0.99762,0.27069
8.4017,0.99741,0.31582
8.4664,0.99717,0.36623
8.6436,0.99643,0.52385
8.8208,0.99568,0.69791
8.998,0.99508,0.86485
9.1751,0.99506,0.96449
9.3523,0.99575,0.96356
9.562,0.99861,0.66096
9.6249,0.9996,0.539
9.6877,1.0008,0.38579
9.7506,1.0021,0.2015
9.8135,1.0035,0.0010856
9.8764,1.0049,-0.20601
9.9393,1.0062,-0.41629
10.118,1.0092,-0.96549
10.172,1.0098,-1.101
10.225,1.0102,-1.209
10.279,1.0104,-1.29
10.333,1.0103,-1.3458
10.386,1.0101,-1.3724
10.44,1.0096,-1.3698
10.594,1.0073,-1.2083
10.748,1.0036,-0.82947
10.794,1.0024,-0.68307
10.841,1.0012,-0.53584
10.887,0.99997,-0.38173
10.933,0.99876,-0.22214
10.979,0.99759,-0.06057
11.038,0.99619,0.14166
11.096,0.99489,0.33873
11.154,0.99373,0.52656
11.212,0.99272,0.70155
11.27,0.99188,0.86007
11.517,0.99061,1.2706
11.591,0.99078,1.3249
11.665,0.99146,1.3089
11.74,0.99244,1.2479
11.814,0.99368,1.1438
11.888,0.99516,0.99692
12.1,1.0004,0.36859
12.311,1.0055,-0.34654
12.483,1.0075,-0.72437
12.655,1.0082,-0.96666
12.827,1.0072,-0.99555
12.879,1.0067,-0.97044
12.93,1.0062,-0.94406
12.982,1.0057,-0.9052
13.033,1.0051,-0.85861
13.085,1.0045,-0.80716
13.252,1.0025,-0.62053
13.419,1.001,-0.46063
13.586,0.99993,-0.32471
13.753,0.99911,-0.20808
13.92,0.99852,-0.10926
14.185,0.99783,0.034372
14.45,0.9973,0.17274
14.714,0.99659,0.35146
14.979,0.99562,0.58719
15.244,0.99451,0.86777
15.449,0.99473,0.95844
15.655,0.99553,0.964
15.717,0.99637,0.88215
15.778,0.99719,0.79686
15.84,0.99811,0.69325
15.901,0.9992,0.5617
15.963,1.0004,0.40504
16.143,1.0045,-0.17614
16.323,1.0083,-0.78146
16.502,1.0104,-1.2345
16.682,1.0101,-1.4026
16.736,1.0093,-1.3566
16.752,1.0091,-1.3473
16.769,1.0089,-1.3409
16.785,1.0087,-1.3293
16.801,1.0085,-1.3132
16.817,1.0082,-1.2924
16.921,1.0063,-1.1296
17.024,1.0038,-0.86134
17.128,1.0011,-0.53377
17.231,0.99837,-0.17361
17.433,0.99378,0.50987
17.636,0.99096,1.048
17.838,0.99048,1.3192
18.04,0.99248,1.25
18.243,0.99684,0.80732
18.317,0.99853,0.60701
18.392,1.0004,0.37418
18.467,1.0022,0.12704
18.542,1.0039,-0.11663
18.616,1.0053,-0.34562
18.773,1.0077,-0.76274
18.929,1.0083,-0.97762
19.085,1.0074,-0.99825
19.241,1.0058,-0.91035
19.397,1.004,-0.76592
19.58,1.0021,-0.57254
19.762,1.0006,-0.40714
19.817,1.0003,-0.37181
19.871,0.99993,-0.32555
19.926,0.99962,-0.28473
19.981,0.99934,-0.24459
20.036,0.99911,-0.21056
20.081,0.99893,-0.18237
20.126,0.99877,-0.15513
20.172,0.99862,-0.12917
20.217,0.99848,-0.10435
20.263,0.99836,-0.080317
20.521,0.99774,0.056254
20.779,0.99719,0.19849
21.037,0.99648,0.37852
21.295,0.99551,0.61576
21.553,0.99444,0.89021
21.756,0.99481,0.96081
21.96,0.99577,0.94152
22.021,0.99662,0.85697
22.082,0.99748,0.7651
22.144,0.99845,0.65372
22.205,0.99956,0.51547
22.266,1.0008,0.35351
22.453,1.0051,-0.26861
22.64,1.0089,-0.8886
22.827,1.0106,-1.307
23.014,1.0097,-1.3976
23.07,1.0087,-1.3194
23.086,1.0084,-1.3014
23.103,1.0082,-1.2877
23.12,1.0079,-1.2669
23.137,1.0076,-1.2385
23.154,1.0072,-1.2082
23.221,1.0058,-1.0752
23.288,1.0043,-0.90686
23.355,1.0025,-0.70865
23.423,1.0008,-0.49036
23.486,0.9991,-0.2726
23.549,0.99749,-0.051472
23.613,0.99597,0.1691
23.676,0.99459,0.38083
23.74,0.99334,0.58629
23.905,0.99116,1.013
24.071,0.99044,1.2756
24.237,0.99163,1.2887
24.403,0.99415,1.0957
24.568,0.99786,0.69041
24.786,1.0036,-0.057143
25.003,1.0077,-0.71741
25.169,1.0081,-0.90745
25.218,1.008,-0.93982
25.268,1.008,-0.98886
25.318,1.0079,-1.0114
25.367,1.0075,-1.0069
25.417,1.0071,-0.98999
25.456,1.0067,-0.9713
25.496,1.0063,-0.94639
25.536,1.0059,-0.91602
25.575,1.0054,-0.88168
25.615,1.0049,-0.84439
25.784,1.0029,-0.65741
25.954,1.0013,-0.48949
26.123,1.0001,-0.3478
26.293,0.99924,-0.22673
26.462,0.99861,-0.12333
26.718,0.99793,0.014269
26.973,0.99732,0.15847
27.229,0.9968,0.30662
27.484,0.99585,0.52912
27.561,0.99573,0.57961
27.638,0.99542,0.65731
27.714,0.99514,0.73414
27.791,0.99491,0.80591
27.868,0.99474,0.87182
28.052,0.99464,0.99125
28.237,0.99581,0.93571
28.421,0.99837,0.66281
28.606,1.0022,0.16821
28.79,1.0063,-0.45562
29.011,1.0104,-1.1698
29.179,1.0103,-1.3459
29.229,1.0099,-1.3497
29.28,1.0096,-1.3704
29.33,1.0091,-1.3562
29.381,1.0083,-1.3002
29.431,1.0074,-1.2223
29.464,1.0067,-1.1617
29.496,1.006,-1.0922
29.529,1.0053,-1.0147
29.562,1.0045,-0.93001
29.594,1.0037,-0.83884
29.849,0.99704,0.0065036
30,0.99378,0.50608
